DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
2001-06-05,106-09,37.895,130.6283,18.31,18.17,16.55,14.96,12.38,11.24,10.76,10.55,9.91,4.54,1.55,0.68,0.59,0.5,0.5640000000000001
2001-08-16,106-09,37.895,130.6283,24.5,23.82,18.52,17.53,15.71,13.54,11.55,10.8,9.46,5.4,2.05,1.28,0.74,0.54,0.6983
2001-10-19,106-09,37.895,130.6283,20.43,20.45,20.45,20.43,17.29,13.91,11.82,10.96,10.62,6.72,5.42,1.72,0.91,0.68,0.8827
2001-12-08,106-09,37.895,130.6283,16.19,16.22,16.22,16.18,15.86,15.66,15.41,13.55,9.2,3.58,1.33,1.0,0.75,0.57,0.7312000000000001
2002-02-05,106-09,37.895,130.6283,9.04,8.98,8.94,8.93,8.56,7.9,5.93,4.13,2.74,1.5,1.06,0.88,0.68,0.53,0.4545
2002-08-14,106-09,37.895,130.6283,22.5,22.08,17.83,17.38,16.83,15.25,12.29,9.1,3.7,1.53,1.17,0.93,0.66,0.52,0.6733
2002-10-18,106-09,37.895,130.6283,20.32,20.24,20.2,19.92,15.8,14.22,12.07,11.03,10.48,9.23,4.73,1.98,0.85,0.68,0.8144
2003-02-26,106-09,37.895,130.6283,8.91,9.08,9.05,9.0,8.87,8.19,7.06,5.24,3.6,1.94,1.17,0.88,0.67,0.53,0.5033
2003-04-24,106-09,37.895,130.6283,13.13,12.87,11.81,11.28,10.85,7.3,4.71,3.88,3.05,1.6,1.03,0.81,0.64,0.54,0.4652
2003-10-09,106-09,37.895,130.6283,21.01,21.01,21.0,20.81,20.55,16.26,15.36,13.43,10.65,4.41,1.94,1.18,0.75,0.58,0.8561000000000001
2004-02-11,106-09,37.895,130.6283,10.8,10.97,10.99,10.99,10.99,10.99,11.0,11.0,11.01,10.76,9.09,7.99,1.37,0.83,0.7039000000000001
2004-04-21,106-09,37.895,130.6283,11.87,11.56,11.41,10.88,10.46,10.26,10.23,10.25,10.2,10.18,9.94,9.7,3.44,0.93,0.6883
2004-06-10,106-09,37.895,130.6283,18.33,18.09,15.37,12.46,11.65,11.09,10.58,10.44,10.3,10.17,9.91,9.07,2.3,0.89,0.7207
2004-08-10,106-09,37.895,130.6283,26.96,25.28,22.17,18.28,12.16,6.13,4.06,2.38,1.57,1.04,0.88,0.74,0.58,0.47,0.6651
2004-10-06,106-09,37.895,130.6283,20.28,20.28,20.38,20.27,13.86,11.4,10.42,9.95,8.4,2.14,1.64,1.4,1.05,0.84,0.6474000000000001
2004-12-09,106-09,37.895,130.6283,16.88,16.9,16.88,16.82,16.56,16.38,11.33,10.66,10.32,9.67,6.58,2.43,1.11,0.89,0.7762
2005-03-17,106-09,37.895,130.6283,9.69,9.69,9.7,9.65,9.65,9.65,9.65,9.65,9.61,9.57,6.35,4.68,1.2,0.88,0.5374
2005-04-24,106-09,37.895,130.6283,10.82,10.8,10.63,10.44,10.25,9.69,9.57,9.5,9.45,9.01,5.39,3.6,1.15,0.84,0.5485
2005-06-25,106-09,37.895,130.6283,21.66,19.55,15.93,14.82,14.32,12.57,10.5,9.66,9.45,7.3,3.92,1.76,1.0,0.75,0.6362
2005-08-28,106-09,37.895,130.6283,20.42,16.64,9.49,7.41,4.31,2.98,2.12,1.4,1.3,1.06,0.98,0.93,0.66,0.55,0.5056
2005-10-27,106-09,37.895,130.6283,20.26,20.17,20.1,20.04,10.7,4.79,2.87,2.12,1.73,1.21,0.96,0.84,0.62,0.51,0.5976
2006-03-16,106-09,37.895,130.6283,10.4,10.54,10.59,10.6,10.57,10.55,10.51,10.12,6.24,3.14,1.59,1.16,0.88,0.67,0.4515
2006-04-15,106-09,37.895,130.6283,12.9,12.92,12.62,12.7,11.5,11.2,10.85,9.81,6.33,2.79,1.6,1.08,0.76,0.63,0.48250000000000004
2006-06-13,106-09,37.895,130.6283,17.86,18.47,16.8,14.71,14.11,9.73,5.54,3.73,2.52,1.45,1.05,0.88,0.69,0.56,0.5700000000000001
2006-08-30,106-09,37.895,130.6283,23.21,22.28,13.61,10.43,6.8,4.06,2.84,2.07,1.58,1.11,0.92,0.78,0.62,0.52,0.4863
2006-12-12,106-09,37.895,130.6283,15.68,15.7,15.69,15.72,15.73,16.08,12.1,5.44,3.37,1.69,1.16,1.01,0.74,0.61,0.6694
2007-02-06,106-09,37.895,130.6283,12.1651,12.1206,12.1263,12.1238,12.1209,12.1313,10.3858,7.437,4.5162,2.3063,1.5797,1.1384,0.8373,0.6787,0.531
2007-06-12,106-09,37.895,130.6283,18.8465,18.840999999999998,15.7984,14.3436,11.9199,11.3894,10.9852,10.5527,9.6748,6.4409,4.4049,2.4526,1.0590000000000002,0.8108,0.6486000000000001
2007-08-21,106-09,37.895,130.6283,24.7316,24.2501,21.2596,18.2804,15.8927,14.8878,13.3711,11.1656,8.5302,3.417,1.7423,1.3335,0.8658,0.6865,0.763
2007-10-11,106-09,37.895,130.6283,21.4393,21.5215,21.5074,21.4463,15.9551,13.4846,8.019,5.0601,3.8492,1.9107,1.3723,1.0633,0.8286,0.6477,0.6096
2007-12-09,106-09,37.895,130.6283,12.7182,12.7141,12.7247,12.7779,9.1268,4.671,3.4931,2.602,1.7141,1.2102,0.9752,0.8565,0.6839,0.5589999999999999,0.6990000000000001
2008-02-18,106-09,37.895,130.6283,11.2038,11.2,11.1573,11.1564,11.1572,11.1498,11.1499,11.1346,11.0668,7.1631,3.1163,1.5668,0.8889,0.7032,0.6613
2008-04-08,106-09,37.895,130.6283,11.0631,11.0689,10.7708,10.5749,10.5418,10.5364,10.5323,10.532,10.505,10.3065,8.3825,3.3189,1.2935,0.8852,0.5874
2008-06-12,106-09,37.895,130.6283,18.8491,17.0445,15.248,12.7962,8.6319,6.5289,4.3281,2.9239,1.9369,1.3325,1.1086,0.9768,0.7183,0.5948,0.5074000000000001
2008-08-07,106-09,37.895,130.6283,25.0722,23.7519,17.6597,12.9351,7.5275,5.1128,3.4132,2.2354,1.6045,1.207,0.9537,0.8276,0.6697,0.5404,0.5293
2008-10-10,106-09,37.895,130.6283,21.9883,21.9874,21.9515,18.2079,15.9182,13.5624,11.327,10.5346,9.273,6.1746,2.7939,1.5227,0.8952,0.7263,0.5989
2008-12-10,106-09,37.895,130.6283,13.6576,13.667,13.132,12.9705,12.7083,9.6567,5.4706,3.325,2.6121,1.3257,1.0609,0.9451,0.7128,0.5841,0.554
2009-02-18,106-09,37.895,130.6283,10.2072,10.2071,10.2082,10.2075,10.208,10.2124,10.1412,9.5298,7.0943,2.7978,1.4114,1.0209,0.7752,0.6195,0.5183
2009-04-08,106-09,37.895,130.6283,12.0554,11.9045,11.6095,11.2835,10.2988,10.1127,9.9997,9.9267,9.9001,9.8512,6.1666,3.6652,1.1892,0.8453,0.5666
2009-06-06,106-09,37.895,130.6283,16.9785,16.9519,16.2088,13.6034,12.1102,11.2794,10.2849,10.076,9.927999999999999,8.987,4.7339,2.5693,1.0259,0.7888,0.6554
2009-08-22,106-09,37.895,130.6283,24.7096,24.4958,22.5992,18.2259,15.3183,12.8029,11.2663,10.5297,9.7809,3.7849,1.9298,1.6269999999999998,0.9662,0.7378,0.8069000000000001
2009-10-13,106-09,37.895,130.6283,21.5567,21.5805,21.5871,21.5907,18.6295,16.4053,15.095,12.4079,11.2458,9.1024,3.9354,1.7333,0.9912,0.7333,0.8571000000000001
2009-12-23,106-09,37.895,130.6283,13.2226,13.2289,13.2283,13.1331,13.0052,12.9623,12.7991,11.4794,10.5576,5.3379,1.9547,1.2258,0.8768,0.7155,0.6448
2010-02-21,106-09,37.895,130.6283,8.4853,8.4445,8.4464,8.4464,7.9973,5.0468,3.8862,3.2093,2.3885,1.4782,1.1311,0.9518,0.7128,0.5753,0.5169
2010-04-04,106-09,37.895,130.6283,9.1285,9.1221,9.1187,8.6863,7.8976,5.2528,4.1598,2.8731,2.1856,1.5343,1.1375,0.9235,0.7283,0.606,0.4554
2010-06-19,106-09,37.895,130.6283,20.8016,18.1056,16.0931,15.3508,12.6165,7.3608,4.477,2.9246,2.1897,1.4548,1.136,0.95,0.7444,0.6054,0.5094000000000001
2010-10-12,106-09,37.895,130.6283,20.1029,20.1085,20.1244,16.6799,14.2246,11.412,9.5363,8.7517,8.6073,6.5204,3.5656,1.9231,0.9890000000000001,0.7618,0.7347
2010-12-19,106-09,37.895,130.6283,14.572000000000001,14.5788,14.5886,14.59,14.593,14.5938,14.5953,14.5938,11.9335,6.1096,3.0776,1.7135,0.9045,0.6888,0.6642
2011-02-17,106-09,37.895,130.6283,10.1522,10.4854,10.4888,10.4906,10.484000000000002,10.4404,10.444,10.479000000000001,10.4042,8.642000000000001,6.5132,3.0464,1.3306,0.9187,0.5987
2011-04-10,106-09,37.895,130.6283,10.1987,10.1715,10.0982,9.9654,9.6324,9.5442,9.4647,9.4353,9.24,7.712999999999999,4.0715,1.9006,1.1541,0.8179,0.5323
2011-06-11,106-09,37.895,130.6283,16.993,13.537,11.335,10.520999999999999,10.033,9.788,9.696,9.558,9.371,8.849,5.8870000000000005,3.295,1.381,0.897,0.6027
2011-08-26,106-09,37.895,130.6283,24.2542,20.7528,10.8177,9.3793,6.2619,2.6766,2.1566,1.9912,1.5133,1.2776,1.0627,0.9266,0.7284,0.5955,0.5313
2011-10-06,106-09,37.895,130.6283,20.9471,20.96,20.9614,20.4799,12.103,6.1339999999999995,3.7362,2.5129,2.0339,1.4659,1.2062,0.9665,0.7627,0.6323,0.6499
2011-12-13,106-09,37.895,130.6283,16.0014,16.0014,16.0004,16.0002,15.970999999999998,13.0279,10.4583,9.8181,9.5208,8.2488,3.6214,1.8021,1.0102,0.7671,0.7356
2012-02-06,106-09,37.895,130.6283,8.0795,7.942,7.8643,7.625,7.4957,7.1544,6.5001,4.1681,2.4006,1.5601,1.2342,1.0407,0.7938,0.6391,0.4832
2012-04-08,106-09,37.895,130.6283,7.9074,7.8788,7.858,7.2432,6.9745,6.3934,5.5867,2.8399,2.1644,1.4623,1.1951,0.9701,0.7889,0.6526,0.4055
2012-06-28,106-09,37.895,130.6283,21.1113,21.1152,17.7508,16.739,14.9447,13.7974,11.3472,9.9493,8.2564,4.0954,1.9137,1.3130000000000002,0.9326,0.7301,0.6411
2012-08-22,106-09,37.895,130.6283,24.9573,24.7908,20.7291,16.8575,15.2483,14.5126,12.8567,10.8798,9.0128,4.9404,2.5935,1.4880000000000002,0.9943,0.7672,0.8238000000000001
2012-10-06,106-09,37.895,130.6283,21.9029,21.9227,21.8719,18.512999999999998,16.5777,14.8731,13.4868,10.7404,9.0125,4.5234,2.3912,1.5977,0.993,0.764,0.8246
2012-12-13,106-09,37.895,130.6283,14.7186,14.7298,14.7263,14.7272,14.6853,14.5711,13.0163,12.6704,10.917,3.2285,1.6979,1.2476,0.9209999999999999,0.6972,0.7197
2013-02-17,106-09,37.895,130.6283,10.6,10.56,10.57,10.55,10.5,9.95,9.56,9.19,8.67,5.4,3.27,1.63,1.01,0.79,0.552
2013-04-12,106-09,37.895,130.6283,12.27,12.3,12.3,12.28,12.18,11.67,10.75,9.34,6.82,5.65,3.56,1.84,1.05,0.84,0.6024
2013-06-08,106-09,37.895,130.6283,19.21,17.76,16.87,15.92,14.41,12.52,10.94,9.62,7.43,4.38,2.73,1.7,1.03,0.8,0.6489
2013-08-17,106-09,37.895,130.6283,25.9,20.14,15.83,15.65,15.13,12.09,10.55,8.76,6.59,3.57,2.02,1.3,0.91,0.76,0.6537000000000001
2013-10-20,106-09,37.895,130.6283,20.19,20.21,20.2,20.08,19.16,16.16,14.79,11.78,10.12,5.46,2.38,1.31,1.02,0.83,0.8421000000000001
2013-12-06,106-09,37.895,130.6283,15.68,15.69,15.69,15.71,15.72,15.75,15.73,14.8,11.9,9.2,5.05,2.33,1.19,0.87,0.781
2014-03-01,106-09,37.895,130.6283,10.7477,10.7453,10.7439,10.7422,10.2621,8.681000000000001,5.5797,3.0171,1.9888,1.2585,0.9892,0.8959999999999999,0.7104,0.5735,0.48560000000000003
2014-04-16,106-09,37.895,130.6283,10.8576,10.8496,8.9554,7.8374,5.5122,3.6460000000000004,3.185,2.4688,1.7594,1.1777,0.9395,0.8761,0.7478,0.647,0.5316000000000001
2014-06-09,106-09,37.895,130.6283,18.6259,17.9976,16.2026,15.6903,15.4956,12.5162,10.62,9.1228,6.0702,2.2907,1.3889,1.1053,0.8343,0.6774,0.5913
2014-08-14,106-09,37.895,130.6283,23.8751,23.7732,24.133000000000003,17.1249,15.0643,15.2075,12.8295,9.9102,6.4342,2.8089,1.4809,1.1346,0.8542,0.7776,0.7218
2014-10-18,106-09,37.895,130.6283,20.4281,20.4213,20.4241,20.4242,20.4114,15.5022,14.9756,12.7173,9.952,4.4762,1.9843,1.3783,0.9111,0.7792,0.8645
2014-12-08,106-09,37.895,130.6283,15.7825,15.7896,15.7889,15.7827,15.7965,15.8009,15.808,15.4308,12.6938,5.3083,2.4531,1.5759,0.9874,0.8096,0.8055
2015-02-04,106-09,37.895,130.6283,11.7246,11.7417,11.7478,11.7479,11.7528,11.7553,11.7578,11.7606,11.7637,11.273,4.78,2.0152,1.092,0.8691,0.7265
2015-04-11,106-09,37.895,130.6283,10.785,10.7804,10.6186,10.5925,10.5846,10.5837,10.5385,10.4162,10.3689,10.1758,7.5141,3.1057,1.1932,0.8565,0.6367
2015-06-11,106-09,37.895,130.6283,19.4312,18.8759,17.5722,15.0533,14.6854,13.9955,11.7214,11.0612,10.1258,8.1089,3.248,1.6418,0.9852,0.7983,0.7079000000000001
2015-08-06,106-09,37.895,130.6283,22.737,21.0609,16.4952,15.2307,14.8699,13.0589,10.6142,8.2137,3.1336,1.7859,1.4757,1.1149,0.8489,0.7416,0.6658000000000001
2015-10-21,106-09,37.895,130.6283,21.1456,21.1556,21.1725,21.1581,18.2616,17.0385,13.1948,10.4744,8.1674,2.8158,1.6485,1.239,0.9683,0.7977,0.7855000000000001
2015-12-08,106-09,37.895,130.6283,15.7882,15.7821,15.770999999999999,15.6384,15.3538,14.687000000000001,11.7507,10.1441,8.0703,2.5268,1.5791,1.2991,0.909,0.7443,0.6966
2016-02-20,106-09,37.895,130.6283,6.0956,6.0959,6.0295,5.9237,5.8902,5.5278,3.9698,2.3409,1.8301,1.4026,1.0921,0.9292,0.7898,0.682,0.4888
2016-04-09,106-09,37.895,130.6283,13.1986,13.1969,13.1977,12.373,10.9086,7.3334,4.6399,2.8703,1.876,1.3378,1.0872,0.9368,0.7657,0.6458,0.5746
2016-06-18,106-09,37.895,130.6283,20.6448,20.5103,20.4731,17.7501,15.8963,14.6045,9.8161,5.3226,3.4079,1.9258,1.4735,1.2018,0.8974,0.7554,0.6413
2016-08-05,106-09,37.895,130.6283,24.7605,19.349,16.1262,15.0446,10.7847,5.2191,3.1194,2.5363,2.0768,1.4699,1.2354,1.0362,0.8215,0.6857,0.5844
2016-10-11,106-09,37.895,130.6283,22.7724,22.7809,22.7758,22.7775,17.9409,16.1782,13.6144,8.154,3.963,1.8895,1.4549,1.1917,0.8833,0.733,0.8326
2016-12-08,106-09,37.895,130.6283,16.4752,16.4923,16.4673,16.4794,16.0854,16.0408,16.1698,15.4655,14.445,8.4643,2.9864,1.6479,1.0054,0.8254,0.9430000000000001
2017-02-05,106-09,37.895,130.6283,11.6664,11.68,11.6547,11.2144,10.6352,10.466,8.7604,6.6296,3.9812,1.9233,1.5111,1.2383,0.9456,0.7426,0.6259
2017-04-08,106-09,37.895,130.6283,12.2305,12.1607,11.8391,11.7948,11.5505,11.47,11.1249,10.3064,8.213,3.3504,1.7495,1.4061,0.9212,0.7867,0.5972000000000001
2017-06-18,106-09,37.895,130.6283,19.7725,19.495,18.1406,16.3516,15.2373,12.9847,11.5994,10.4371,9.179,4.414,2.254,1.4448,1.0073,0.8145,0.6833
2017-08-13,106-09,37.895,130.6283,26.3761,26.3669,22.6644,18.2347,15.7972,15.2655,13.7147,10.0768,7.478,2.9299,1.7034,1.3194,0.9373,0.7579,0.6969000000000001
2017-10-17,106-09,37.895,130.6283,20.0443,20.0299,20.042,19.9263,16.2574,15.0667,12.5178,10.7727,8.9989,5.3676,1.7616,1.2924,0.9726,0.7828,0.811
2017-12-10,106-09,37.895,130.6283,13.8922,13.8893,13.9082,13.8125,13.6666,13.6621,12.5096,11.9955,8.2252,2.8289999999999997,1.5099,1.1727,0.9114,0.7314,0.6232
1993-02-14,106-10,37.895,130.9417,8.61,8.7,8.7,8.6,8.39,6.3,4.64,3.55,2.41,1.41,1.15,0.85,0.65,0.47,0.40850000000000003
1993-04-15,106-10,37.895,130.9417,11.92,10.8,10.14,9.77,8.87,6.76,5.26,4.62,3.13,1.83,1.09,1.06,0.72,0.59,0.47290000000000004
1993-06-11,106-10,37.895,130.9417,16.7,15.9,15.19,15.04,14.68,11.15,9.25,7.64,6.08,3.25,2.0,1.23,0.76,0.7,0.4857
1993-08-18,106-10,37.895,130.9417,20.56,19.36,18.66,17.71,13.76,10.53,9.43,7.29,3.76,3.08,1.73,1.12,0.76,0.42,0.5015000000000001
1993-10-21,106-10,37.895,130.9417,18.1,17.43,17.29,16.08,7.01,4.41,4.29,3.03,2.07,2.56,1.81,1.36,0.67,0.62,0.5271
1993-12-19,106-10,37.895,130.9417,8.92,9.83,9.72,9.35,9.28,6.46,4.77,3.87,2.92,1.81,1.21,0.94,0.6,0.49,0.4254
1994-02-18,106-10,37.895,130.9417,7.12,7.1,7.08,7.01,6.54,6.19,4.78,3.82,2.94,1.83,1.42,1.04,0.72,0.44,0.39280000000000004
1994-04-19,106-10,37.895,130.9417,9.58,9.19,9.04,8.36,7.56,6.42,5.98,4.67,3.17,1.76,1.41,0.96,0.67,0.48,0.44770000000000004
1994-06-16,106-10,37.895,130.9417,19.0,17.64,13.87,11.54,6.76,4.59,3.41,2.78,2.22,1.52,1.11,0.9,0.6,0.43,0.44160000000000005
1994-08-07,106-10,37.895,130.9417,26.98,22.4,20.55,16.1,15.08,14.0,11.38,9.89,2.98,2.19,1.98,1.58,1.11,0.8,0.5760000000000001
1994-10-19,106-10,37.895,130.9417,17.7,17.65,17.2,16.31,9.98,6.04,3.51,2.66,2.05,1.46,1.13,0.89,0.57,0.42,0.4872
1994-12-23,106-10,37.895,130.9417,15.61,15.61,15.6,15.62,15.59,15.54,14.9,12.92,7.38,4.34,2.3,1.65,1.01,0.76,0.6321
1995-03-07,106-10,37.895,130.9417,10.88,10.85,10.72,10.58,10.15,6.39,3.94,2.88,2.36,1.57,1.23,0.99,0.61,0.47,0.4922
1995-04-16,106-10,37.895,130.9417,12.46,12.46,12.32,12.17,11.7,8.87,4.59,2.43,1.97,1.35,1.07,0.84,0.58,0.48,0.4637
1995-06-02,106-10,37.895,130.9417,17.7,17.13,16.46,16.25,14.06,12.44,11.64,11.25,10.67,7.72,2.6,1.39,0.83,0.56,0.5637
1995-08-12,106-10,37.895,130.9417,23.44,21.39,17.65,16.28,14.58,13.14,11.17,9.32,6.76,3.8,1.98,1.25,0.98,0.6,0.5492
1995-10-27,106-10,37.895,130.9417,18.54,18.54,18.53,18.42,14.4,9.09,5.36,3.36,2.52,1.46,1.1,0.9,0.65,0.51,0.5156000000000001
1995-12-10,106-10,37.895,130.9417,13.63,13.64,13.64,12.36,12.03,9.2,5.11,3.78,2.63,1.63,1.17,0.91,0.61,0.44,0.545
1996-02-21,106-10,37.895,130.9417,6.15,6.15,6.15,6.15,6.15,5.93,5.49,4.07,2.71,1.67,1.32,1.03,0.67,0.45,0.38670000000000004
1996-04-05,106-10,37.895,130.9417,6.02,6.02,6.01,5.47,4.07,2.99,2.46,1.65,1.31,1.09,0.88,0.75,0.57,0.45,0.3689
1996-06-11,106-10,37.895,130.9417,17.23,15.36,14.6,10.86,6.6,5.3,3.98,2.85,2.24,1.45,1.07,0.82,0.59,0.48,0.47190000000000004
1996-08-07,106-10,37.895,130.9417,24.44,21.4,18.09,15.09,12.45,10.49,9.3,7.75,5.74,2.32,1.52,1.04,0.73,0.53,0.5754
1996-10-17,106-10,37.895,130.9417,20.12,20.13,19.29,18.41,14.03,9.2,6.28,3.58,2.92,1.94,1.35,1.07,0.7,0.51,0.6194000000000001
1996-12-15,106-10,37.895,130.9417,9.98,9.78,9.75,9.66,9.58,9.32,4.63,3.07,2.31,1.48,1.09,0.91,0.63,0.51,0.45080000000000003
1997-02-18,106-10,37.895,130.9417,6.27,6.27,6.3,6.29,6.29,6.3,6.3,5.64,3.52,1.47,1.17,0.99,0.72,0.55,0.4692
1997-04-18,106-10,37.895,130.9417,10.46,10.49,10.09,10.04,8.63,5.76,3.73,2.54,1.83,1.37,1.06,0.86,0.6,0.44,0.40390000000000004
1997-06-12,106-10,37.895,130.9417,18.56,17.34,15.03,14.96,13.28,8.56,6.93,5.13,3.36,1.9,1.45,1.13,0.65,0.55,0.4995
1997-08-23,106-10,37.895,130.9417,24.75,24.65,21.86,12.93,6.92,4.09,2.79,2.14,1.71,1.23,0.92,0.77,0.56,0.44,0.5337000000000001
1997-08-30,106-10,37.895,130.9417,24.75,24.65,21.86,12.93,6.92,4.09,2.79,2.14,1.71,1.23,0.92,0.77,0.56,0.44,0.5414
1997-10-19,106-10,37.895,130.9417,18.76,18.73,18.65,16.2,11.02,6.67,4.16,2.5,1.82,1.19,1.01,0.83,0.6,0.49,0.5933
1997-12-23,106-10,37.895,130.9417,15.38,15.4,15.4,15.39,15.4,15.32,10.83,5.22,3.41,1.81,1.26,0.97,0.66,0.55,0.6137
1998-02-26,106-10,37.895,130.9417,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.51,9.41,7.13,4.44,1.84,0.97,0.71,0.5546
1998-04-19,106-10,37.895,130.9417,15.26,14.84,14.77,14.75,13.84,12.4,9.44,7.0,5.43,2.51,1.57,1.11,0.8,0.61,0.4847
1998-06-07,106-10,37.895,130.9417,15.15,14.26,13.77,10.5,6.71,3.74,2.61,2.0,1.89,1.33,1.07,0.85,0.65,0.5,0.5226000000000001
1998-08-25,106-10,37.895,130.9417,23.55,23.5,18.98,15.97,15.05,12.46,11.36,10.9,10.51,7.19,4.76,2.32,1.05,0.77,0.666
1998-10-24,106-10,37.895,130.9417,19.65,19.65,19.65,19.45,16.15,14.75,12.65,11.35,10.85,7.15,4.25,2.55,0.95,0.75,0.7989
1998-12-17,106-10,37.895,130.9417,14.05,14.05,14.05,14.05,14.05,13.35,13.15,10.15,5.45,2.55,1.55,1.15,0.75,0.55,0.636
1999-02-07,106-10,37.895,130.9417,11.82,11.82,11.84,11.84,11.84,11.84,11.83,11.28,8.44,3.28,1.5,1.13,0.75,0.55,0.5492
1999-04-16,106-10,37.895,130.9417,12.11,11.63,11.44,11.33,9.47,7.42,5.51,3.66,2.75,1.41,1.09,0.9,0.62,0.56,0.5317000000000001
1999-06-04,106-10,37.895,130.9417,16.76,16.79,14.57,13.85,11.87,11.18,10.55,10.5,10.52,9.95,5.48,2.28,0.95,0.72,0.6271
1999-08-26,106-10,37.895,130.9417,24.6,24.74,25.12,24.71,16.28,12.49,8.11,5.56,3.83,1.7,1.21,0.99,0.7,0.52,0.6813
1999-12-27,106-10,37.895,130.9417,14.79,14.79,14.79,14.79,14.8,14.81,14.8,14.84,11.77,6.18,2.19,1.22,0.92,0.78,0.7635000000000001
2000-02-12,106-10,37.895,130.9417,12.01,12.02,12.02,12.02,12.02,12.02,12.01,12.0,11.99,11.31,6.58,2.63,1.14,0.77,0.6950000000000001
2000-04-08,106-10,37.895,130.9417,13.38,12.69,12.24,11.79,11.15,10.78,10.74,10.61,10.28,7.63,2.74,1.45,0.82,0.63,0.5584
2000-06-08,106-10,37.895,130.9417,18.55,17.04,12.82,12.3,11.58,11.02,10.87,10.74,10.46,8.56,4.48,2.04,0.95,0.66,0.5910000000000001
2000-08-03,106-10,37.895,130.9417,22.75,22.48,19.88,13.77,6.26,2.6,2.11,1.85,1.26,1.06,0.88,0.78,0.62,0.55,0.44670000000000004
2000-10-08,106-10,37.895,130.9417,19.5,19.23,18.08,13.9,4.8,2.5,1.68,1.39,1.19,0.84,0.79,0.75,0.64,0.51,0.4697
2000-12-07,106-10,37.895,130.9417,12.44,12.45,12.44,12.44,7.57,4.08,2.93,2.01,1.52,1.1,0.91,0.78,0.62,0.5,0.5517000000000001
2001-02-13,106-10,37.895,130.9417,7.54,7.54,7.1,6.13,4.46,3.43,2.23,1.86,1.55,1.03,0.96,0.83,0.63,0.5,0.5224
2001-04-13,106-10,37.895,130.9417,12.64,12.65,12.27,11.36,10.84,9.81,6.27,4.17,3.09,1.54,1.05,0.9,0.72,0.65,0.4848
2001-06-05,106-10,37.895,130.9417,18.48,16.79,15.24,12.91,10.06,6.04,3.61,2.65,1.86,1.11,0.89,0.78,0.65,0.51,0.5043
2001-08-16,106-10,37.895,130.9417,25.02,24.91,18.0,16.23,15.28,12.42,10.94,9.55,7.14,2.89,1.33,0.97,0.7,0.51,0.6751
2001-10-20,106-10,37.895,130.9417,21.17,21.17,21.18,21.19,18.51,15.76,12.98,6.36,3.8,1.85,1.14,0.91,0.71,0.56,0.8087000000000001
2001-12-08,106-10,37.895,130.9417,14.75,15.08,15.11,15.11,15.11,15.11,14.52,9.04,5.16,1.9,1.24,0.94,0.72,0.54,0.671
2002-02-05,106-10,37.895,130.9417,9.23,9.1,8.93,8.72,7.88,6.43,3.9,2.83,1.99,1.17,0.95,0.81,0.63,0.5,0.44580000000000003
2002-04-11,106-10,37.895,130.9417,13.18,13.13,13.13,13.13,13.01,10.37,10.35,10.2,9.82,8.39,5.22,2.4,0.93,0.7,0.5827
2002-06-04,106-10,37.895,130.9417,19.15,18.95,15.57,14.45,13.53,12.19,11.01,10.29,9.89,7.73,3.73,1.73,0.9,0.68,0.6539
2002-08-14,106-10,37.895,130.9417,23.22,23.25,19.31,16.52,15.41,14.65,12.64,9.68,6.78,2.95,1.57,1.05,0.72,0.56,0.7089000000000001
2002-10-18,106-10,37.895,130.9417,20.76,20.52,20.33,20.05,15.81,13.55,11.83,10.64,10.18,9.0,4.71,1.95,0.8,0.65,0.8130000000000001
2003-02-26,106-10,37.895,130.9417,9.26,9.43,9.37,9.36,9.22,9.2,9.16,8.93,7.14,3.36,1.52,1.12,0.72,0.56,0.5454
2003-04-25,106-10,37.895,130.9417,11.97,11.73,11.64,11.54,10.07,8.17,5.91,4.35,3.34,1.96,1.2,0.87,0.64,0.53,0.5187
2003-06-10,106-10,37.895,130.9417,18.68,18.57,14.94,12.17,9.72,9.0,8.96,8.94,8.93,8.42,4.94,2.59,0.9,0.68,0.6718000000000001
2003-08-10,106-10,37.895,130.9417,23.39,22.2,20.24,17.41,14.2,11.74,9.31,8.95,8.94,8.85,5.73,2.93,1.02,0.7,0.7535000000000001
2003-10-09,106-10,37.895,130.9417,20.9,20.9,20.91,20.91,19.17,16.36,14.66,12.28,9.06,3.63,1.41,1.08,0.76,0.6,0.8622000000000001
2003-12-10,106-10,37.895,130.9417,15.82,15.93,15.93,15.93,15.93,15.68,15.41,15.12,12.76,5.52,2.42,1.26,0.75,0.6,0.8170000000000001
2004-02-10,106-10,37.895,130.9417,10.64,10.82,10.82,10.82,10.82,10.82,10.51,10.39,10.0,9.01,4.41,1.76,0.93,0.68,0.635
2004-04-21,106-10,37.895,130.9417,11.7,11.5,11.41,11.35,10.58,10.3,10.28,10.17,10.17,10.0,9.4,8.15,1.61,0.86,0.6995
2004-06-10,106-10,37.895,130.9417,18.22,18.2,17.93,15.34,12.55,10.8,10.37,10.26,10.19,9.95,9.44,6.84,1.19,0.72,0.7318
2004-08-10,106-10,37.895,130.9417,26.14,24.69,18.35,15.98,14.48,12.63,10.82,10.26,9.78,7.35,3.01,1.29,0.75,0.63,0.7296
