DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
2001-10-22,104-11,37.0567,131.255,20.85,20.83,20.76,20.67,17.07,14.1,11.4,8.65,5.79,3.21,1.4,1.02,0.77,0.59,0.7231000000000001
2001-12-19,104-11,37.0567,131.255,14.39,14.63,14.63,14.64,14.64,14.09,11.14,6.07,4.06,1.8,1.24,0.98,0.73,0.56,0.6089
2002-04-19,104-11,37.0567,131.255,11.73,11.73,11.65,11.13,10.64,9.3,7.32,5.91,3.7,1.76,1.07,0.87,0.66,0.55,0.4903
2002-06-06,104-11,37.0567,131.255,19.49,19.04,17.01,15.29,13.97,11.11,7.75,5.51,2.88,1.35,0.98,0.84,0.61,0.47,0.6147
2002-10-26,104-11,37.0567,131.255,18.93,18.94,18.95,18.69,12.84,6.6,3.73,2.09,1.42,0.96,0.81,0.71,0.54,0.45,0.5714
2002-12-20,104-11,37.0567,131.255,14.19,14.63,14.61,14.12,14.03,13.93,13.36,7.98,4.72,1.45,1.03,0.85,0.63,0.48,0.6174000000000001
2003-02-24,104-11,37.0567,131.255,10.58,10.75,10.75,10.45,9.54,7.69,4.76,2.94,1.93,1.15,0.9,0.77,0.62,0.49,0.48800000000000004
2003-04-24,104-11,37.0567,131.255,11.53,11.46,11.38,11.34,10.99,9.67,7.34,5.51,4.15,2.0,1.15,0.89,0.65,0.52,0.43960000000000005
2003-06-13,104-11,37.0567,131.255,19.14,19.02,15.96,13.76,11.37,9.42,6.01,3.37,2.46,1.37,0.99,0.79,0.6,0.5,0.5415
2003-08-13,104-11,37.0567,131.255,23.92,23.54,21.39,16.56,12.54,8.6,5.48,4.1,2.61,1.33,0.89,0.75,0.59,0.47,0.6606000000000001
2003-10-16,104-11,37.0567,131.255,19.93,19.96,19.85,19.68,17.86,16.04,14.5,12.15,9.29,4.78,1.42,0.96,0.67,0.56,0.8557
2004-04-30,104-11,37.0567,131.255,12.78,12.57,12.46,12.26,11.49,11.25,9.33,7.66,5.55,2.39,1.43,0.95,0.68,0.54,0.5098
2004-06-14,104-11,37.0567,131.255,19.03,19.05,16.3,14.34,13.41,10.32,6.97,4.55,3.29,1.25,0.93,0.79,0.58,0.47,0.5181
2004-08-13,104-11,37.0567,131.255,26.31,24.38,18.52,16.42,14.75,12.03,10.31,9.34,7.47,3.3,1.49,0.92,0.66,0.52,0.6895
2004-10-18,104-11,37.0567,131.255,19.77,19.78,18.96,18.81,14.8,11.63,10.56,10.28,10.16,8.26,4.08,1.66,0.95,0.69,0.6946
2004-12-12,104-11,37.0567,131.255,17.99,18.15,18.15,18.15,18.15,17.28,15.64,11.07,7.71,4.85,1.93,1.12,0.78,0.63,0.5882000000000001
2005-03-14,104-11,37.0567,131.255,10.28,10.28,10.18,9.96,9.5,9.31,7.74,5.8,3.62,1.72,1.2,0.94,0.67,0.53,0.41600000000000004
2005-04-16,104-11,37.0567,131.255,10.53,10.51,9.74,9.54,8.26,6.3,3.82,2.26,1.59,1.01,0.8,0.72,0.58,0.46,0.42000000000000004
2005-06-23,104-11,37.0567,131.255,21.47,20.02,17.08,15.5,13.33,10.94,9.69,8.64,7.08,3.45,1.74,1.1,0.72,0.59,0.6074
2005-08-26,104-11,37.0567,131.255,23.44,22.12,14.73,13.95,13.32,10.81,10.52,10.42,10.38,9.87,7.89,3.16,1.16,0.77,0.648
2005-12-29,104-11,37.0567,131.255,13.12,13.22,13.23,13.25,13.29,13.3,13.27,12.48,11.08,10.01,5.04,2.03,1.01,0.72,0.6928000000000001
2006-02-23,104-11,37.0567,131.255,10.47,10.46,10.45,10.44,10.44,10.35,10.34,10.32,10.19,7.36,3.24,1.66,0.9,0.64,0.5207
2006-06-18,104-11,37.0567,131.255,19.08,18.7,17.51,16.65,12.68,11.18,10.81,10.65,10.29,7.6,3.53,1.75,0.95,0.71,0.6277
2006-10-28,104-11,37.0567,131.255,20.92,20.94,20.95,20.97,20.23,14.56,11.95,9.03,6.12,3.19,1.67,1.21,0.83,0.66,0.7584000000000001
2006-12-13,104-11,37.0567,131.255,15.92,15.91,15.93,15.93,15.92,15.86,14.12,11.8,10.59,5.02,2.54,1.44,0.91,0.7,0.7631
2007-02-07,104-11,37.0567,131.255,12.3745,12.2222,12.1211,11.9754,11.5185,9.6611,7.5039,5.0726,3.8967,2.0127,1.3511,0.9965,0.7744,0.6329,0.5698
2007-04-07,104-11,37.0567,131.255,9.6551,9.6001,8.4906,7.1819,5.3612,4.4554,2.9186,2.3021,1.7104,1.183,1.0067,0.833,0.6462,0.5334,0.4541
2007-06-13,104-11,37.0567,131.255,19.1496,18.8535,16.2407,15.1391,13.2068,10.4706,7.9268,5.7086,4.2271,2.0357,1.4949,1.0885,0.8133,0.6352,0.5155000000000001
2007-08-17,104-11,37.0567,131.255,21.1308,18.8652,16.3927,15.7304,14.4505,8.7815,5.4621,3.2917,2.4969,1.5394,1.1178,0.9471,0.7059,0.5827,0.5199
2007-10-16,104-11,37.0567,131.255,22.9305,22.9144,22.9182,21.9467,16.1974,12.9525,8.238999999999999,5.0986,3.1637,1.8091,1.3014,1.0347,0.718,0.5722,0.5924
2007-12-11,104-11,37.0567,131.255,14.1789,14.1827,14.1867,14.1888,14.193,10.8981,6.3672,4.4049,3.2854,1.8069,1.2589,1.0502,0.7524,0.5779,0.607
2008-02-21,104-11,37.0567,131.255,10.9297,10.9589,10.9618,10.9647,10.9649,10.8018,10.7051,10.0943,6.9588,2.6423,1.7511,1.2149,0.7855,0.6373,0.5347000000000001
2008-06-13,104-11,37.0567,131.255,19.1768,17.4235,16.448,14.5715,10.1688,7.4966,5.5262,4.1632,2.4578,1.5453,1.1798,0.95,0.7439,0.6054,0.5862
2008-08-10,104-11,37.0567,131.255,26.1847,21.8249,17.3542,15.7232,14.1897,11.7348,10.72,9.9472,8.1756,4.2963,2.0283,1.3159,0.8531,0.6658,0.6575000000000001
2008-10-13,104-11,37.0567,131.255,20.7732,20.7628,20.3532,18.9047,14.8173,11.2895,8.9035,7.4588,6.2412,2.8165,1.7053,1.1574,0.8162,0.6483,0.6162000000000001
2008-12-12,104-11,37.0567,131.255,16.4682,16.4712,16.4758,16.4747,16.49,16.477,14.895,11.5022,7.9811,3.1589,1.5390000000000001,1.1273,0.7855,0.6168,0.6368
2009-02-27,104-11,37.0567,131.255,12.5164,12.5111,12.5117,12.5126,12.3886,10.3689,10.1921,10.1137,7.9098,2.7047,1.3871,1.0281,0.7584,0.6266,0.4964
2009-04-10,104-11,37.0567,131.255,13.2366,13.2149,12.3646,12.2909,12.2136,11.9472,11.8836,11.1933,9.8145,4.0004,1.528,1.123,0.7794,0.6167,0.5286000000000001
2009-06-08,104-11,37.0567,131.255,17.6946,16.7489,16.5323,16.0671,13.6775,11.2036,10.6315,9.2735,7.3554,3.6165,1.9039,1.2035,0.7838,0.6287,0.6117
2009-08-23,104-11,37.0567,131.255,24.8267,24.8212,22.4659,17.7917,15.4539,14.2917,12.1754,10.0713,7.6518,3.69,1.7531,1.1766,0.8031,0.6291,0.6827000000000001
2009-10-14,104-11,37.0567,131.255,20.2668,20.4891,20.4898,20.4819,16.4592,14.482000000000001,11.4883,9.9207,7.2507,3.0193,1.4733,0.9688,0.7096,0.5608,0.6533
2009-12-24,104-11,37.0567,131.255,12.1369,12.1359,12.1294,12.0837,11.8556,10.808,9.6663,5.4128,3.5185,1.8284,1.2106,0.9792,0.7051,0.5744,0.5552
2010-02-23,104-11,37.0567,131.255,12.2778,11.8688,11.8155,11.8012,11.7825,11.1561,9.2525,6.3558,4.5797,1.9929,1.2399,0.9695,0.726,0.5817,0.5618000000000001
2010-04-06,104-11,37.0567,131.255,11.8917,11.7427,10.4716,10.2307,10.0417,9.4894,7.2816,4.8602,3.0253,1.6432,1.121,0.9101,0.6873,0.5578,0.5424
2010-06-20,104-11,37.0567,131.255,21.8441,20.9422,17.1827,15.7387,14.3211,13.7447,9.2882,7.2141,4.73,2.5305,1.4911,1.0405,0.7678,0.6422,0.6157
2010-10-17,104-11,37.0567,131.255,21.4903,22.2696,22.2759,22.2856,18.5707,16.3372,13.5225,9.8262,6.0675,2.2499,1.5204,1.0632,0.7782,0.6154,0.8173
2010-12-20,104-11,37.0567,131.255,14.2679,14.2748,14.2777,14.2857,14.2923,13.8008,10.1888,6.8707,4.6064,2.069,1.4172,1.0416,0.7623,0.6082,0.5834
2011-02-19,104-11,37.0567,131.255,9.9376,10.0868,10.0206,9.8284,9.6086,9.463,8.4093,7.0308,5.5737,3.0253,1.6451,1.2547,0.858,0.6894,0.4581
2011-04-12,104-11,37.0567,131.255,10.0553,10.0704,9.8866,9.4612,9.1594,7.2083,5.5725,3.5989,2.1274,1.29,0.9717,0.8355,0.6607,0.5416,0.4375
2011-06-12,104-11,37.0567,131.255,,,,,,,,,,,,,,,0.5118
2011-08-28,104-11,37.0567,131.255,24.8615,21.2816,15.4789,13.0178,9.7534,8.0747,4.963,3.3101,2.2296,1.6627,1.4259,1.1544,0.8696,0.6752,0.546
2011-10-08,104-11,37.0567,131.255,23.2971,23.307,23.2842,23.2903,16.2864,10.4988,7.3628,4.7553,3.3744,1.5712,1.1191,0.9177,0.6768,0.5557,0.736
2011-12-14,104-11,37.0567,131.255,15.8806,15.8815,15.7919,15.4964,15.262,14.1683,7.5437,4.4638,2.6294,1.6842,1.2921,1.0297,0.7469,0.5867,0.6083000000000001
2012-02-13,104-11,37.0567,131.255,11.5492,11.5325,11.5347,11.520999999999999,10.008,9.1906,7.957999999999999,7.2348,3.6527,1.7825,1.3265,1.0649,0.8064,0.6254,0.5013000000000001
2012-04-10,104-11,37.0567,131.255,10.0553,10.0217,9.5718,9.4983,9.3832,7.8423,5.1202,2.8117,1.9313,1.4203,1.0981,0.9527,0.745,0.6045,0.4757
2012-06-27,104-11,37.0567,131.255,20.7363,20.5742,17.141,16.0666,15.741,15.1361,14.2315,13.100999999999999,10.6943,4.5274,1.9947,1.3063,0.8809,0.7199,0.6925
2012-08-25,104-11,37.0567,131.255,26.3137,26.3034,26.2692,19.8333,14.2501,11.3115,8.7062,6.5032,4.7912,2.3927,1.5189,1.1353,0.8381,0.6688,0.7377
2012-10-09,104-11,37.0567,131.255,21.6271,21.6177,21.6183,21.6304,17.5836,15.1126,11.3133,6.5773,3.6164,1.6655,1.1563,0.9248,0.7232,0.5955,0.8263
2012-12-14,104-11,37.0567,131.255,13.556,13.7313,13.6491,13.5602,13.5035,13.4412,13.2497,12.802,11.526,3.7164,1.9712,1.3387,0.9729,0.7621,0.743
2013-02-26,104-11,37.0567,131.255,10.18,10.22,10.22,10.22,10.23,10.22,10.23,10.23,10.23,10.03,6.55,3.35,1.32,0.82,0.5494
2013-04-15,104-11,37.0567,131.255,11.66,11.61,11.29,11.25,11.21,11.04,10.47,10.13,9.81,6.94,4.42,2.36,1.08,0.76,0.548
2013-06-10,104-11,37.0567,131.255,19.72,19.69,17.94,16.11,12.13,8.71,6.12,4.74,3.66,2.07,1.36,1.06,0.81,0.64,0.5566
2013-08-20,104-11,37.0567,131.255,26.79,21.21,16.02,15.2,13.4,11.37,10.69,10.26,9.65,6.94,4.17,2.21,1.08,0.84,0.6925
2013-10-28,104-11,37.0567,131.255,21.29,21.31,21.26,21.16,17.56,13.14,7.97,5.56,3.43,1.79,1.31,1.08,0.77,0.63,0.7130000000000001
2013-12-08,104-11,37.0567,131.255,17.51,17.51,17.5,17.49,17.36,15.28,14.18,8.18,4.44,2.3,1.43,1.12,0.85,0.65,0.7123
2014-02-26,104-11,37.0567,131.255,11.3852,11.3629,11.0376,10.915999999999999,10.9032,10.7895,10.4651,10.4515,10.3152,7.5088,3.1484,1.6314,1.036,0.7685,0.6486000000000001
2014-04-17,104-11,37.0567,131.255,14.5334,14.4356,13.2738,12.5736,11.5782,11.1054,10.7412,10.422,9.8914,7.3306,2.5012,1.5734,0.9847,0.7781,0.6253000000000001
2014-06-10,104-11,37.0567,131.255,18.9024,18.5399,16.8513,14.923,12.7938,11.2485,10.9135,10.6576,10.488,9.8656,6.5217,2.7135,1.0957,0.8356,0.7002
2014-08-16,104-11,37.0567,131.255,23.6552,23.6088,20.9272,16.3098,15.1348,13.6224,11.8139,10.9394,10.5723,8.7167,3.4659,1.5367,0.9635,0.7743,0.7309
2014-10-19,104-11,37.0567,131.255,20.8256,20.8216,20.8208,20.8369,19.5208,16.1969,14.360999999999999,10.7582,6.9368,3.0627,1.4234,1.1623,0.8662,0.7193,0.7479
2014-12-10,104-11,37.0567,131.255,14.4332,14.4328,14.434000000000001,14.4351,14.435,13.1234,8.8921,5.1117,3.8699,1.9364,1.1816,0.9981,0.8088,0.6784,0.621
2015-02-12,104-11,37.0567,131.255,11.1831,11.1852,11.197000000000001,11.1922,11.1364,11.0407,10.9819,10.9615,9.9914,3.7077,1.6845,1.29,0.925,0.7331,0.6216
2015-04-15,104-11,37.0567,131.255,11.7294,11.7368,11.5813,11.3501,10.9717,10.7507,10.5194,10.1179,9.6209,6.1718,3.2766,1.5238,0.9540000000000001,0.7912,0.5760000000000001
2015-06-14,104-11,37.0567,131.255,20.2565,17.6646,12.9889,12.5219,11.1075,10.694,10.515,10.4153,10.3831,10.267999999999999,9.4466,5.8313,1.4642,0.9356,0.7042
2015-08-09,104-11,37.0567,131.255,26.8749,23.6954,17.1195,15.3561,13.14,11.1377,10.7186,10.4932,10.4101,10.2126,7.8817,3.3259,1.3253,0.9074,0.8002
2015-10-23,104-11,37.0567,131.255,20.5432,20.5791,20.6023,20.7099,19.2278,15.6606,12.8116,11.0882,10.5571,7.8285,3.2398,1.828,1.0344,0.8482,0.8225
2015-12-10,104-11,37.0567,131.255,16.2251,16.2325,16.2354,16.2361,15.7707,13.5658,11.4895,10.6629,10.3425,6.7114,2.5991,1.6284,1.0035,0.7945,0.8036000000000001
2016-02-22,104-11,37.0567,131.255,11.1666,11.1655,11.1606,11.1362,11.1089,11.1068,11.0972,11.0452,11.027000000000001,9.0354,3.8448,2.0452,1.1021,0.8507,0.7095
2016-04-12,104-11,37.0567,131.255,12.9834,12.9764,12.9863,12.9715,11.4119,10.8905,10.5614,10.2107,9.4479,5.8453,3.2167,1.6918,1.001,0.8291,0.6455000000000001
2016-06-20,104-11,37.0567,131.255,21.9349,21.5531,18.2595,17.1727,16.7647,15.8788,14.6727,13.4247,8.8121,4.0187,2.7253,1.5743,1.0477,0.7929999999999999,0.7153
2016-08-10,104-11,37.0567,131.255,26.8721,25.4904,20.9858,19.1978,17.2205,15.3113,15.1785,12.8775,9.2934,3.8721,2.1579,1.4332,0.9968,0.7978,0.7595000000000001
2016-10-14,104-11,37.0567,131.255,21.3237,21.3358,21.3287,21.33,17.8103,16.5508,15.5564,14.3383,13.5256,8.7396,3.4705,1.7517,1.1756,0.885,1.0045
2016-12-12,104-11,37.0567,131.255,15.7845,15.7325,15.9058,15.9607,16.1622,16.2713,16.0646,15.1775,12.6597,7.4129,2.4757,1.6392,1.0778,0.831,0.8628
2017-02-13,104-11,37.0567,131.255,11.9103,11.9061,11.901,11.9005,11.8395,11.8298,11.8287,11.8135,10.9929,6.6917,2.1487,1.3881,0.9478,0.77,0.6494
2017-04-10,104-11,37.0567,131.255,11.7519,11.748,11.7519,11.4132,10.1068,8.315,5.3019,3.3285,1.9556,1.4062,1.148,1.0026,0.7984,0.67,0.5254
2017-06-20,104-11,37.0567,131.255,20.0631,19.9228,18.0837,14.7578,9.4013,6.9681,4.4174,3.1086,2.2151,1.4418,1.1643,1.0104,0.8192,0.6867,0.5507000000000001
2017-08-18,104-11,37.0567,131.255,25.9604,25.9837,24.1449,19.1108,16.2085,12.7121,9.6066,5.9515,3.1414,1.7926,1.3822,1.0817,0.8181,0.684,0.6578
2017-10-20,104-11,37.0567,131.255,20.5614,20.5609,20.5628,20.4852,17.1986,15.4254,13.0535,9.9995,6.3614,2.3655,1.2990000000000002,1.0270000000000001,0.8032,0.6544,0.7694000000000001
2017-12-15,104-11,37.0567,131.255,14.9061,14.8332,14.7522,14.6444,14.1948,13.83,13.8078,10.1644,6.8604,2.3503,1.3365,1.0704,0.8163,0.6875,0.6057
1997-08-27,104-12,37.0567,131.5633,25.74,25.68,21.18,17.61,15.71,13.63,11.76,5.72,3.6,1.76,1.15,0.86,0.56,0.44,0.7338
1998-02-24,104-12,37.0567,131.5633,11.86,11.86,11.86,11.82,11.27,8.91,5.02,3.61,2.49,1.33,0.99,0.81,0.57,0.45,0.5207
1998-08-22,104-12,37.0567,131.5633,24.3,24.25,22.9,16.54,15.44,9.44,5.1,3.88,2.59,1.31,1.04,0.84,0.56,0.44,0.5655
1999-02-14,104-12,37.0567,131.5633,11.12,11.12,11.13,11.13,11.13,11.15,11.14,11.14,11.11,7.42,2.73,1.42,0.85,0.61,0.5035000000000001
1999-08-29,104-12,37.0567,131.5633,24.84,24.84,24.83,23.93,16.77,13.7,9.19,7.04,4.97,1.68,1.0,0.76,0.56,0.44,0.6521
2000-03-01,104-12,37.0567,131.5633,10.66,10.66,10.65,10.39,9.99,9.7,9.33,8.18,7.48,2.98,1.49,1.08,0.82,0.55,0.6091
2000-08-06,104-12,37.0567,131.5633,23.07,21.1,19.3,17.16,14.6,10.81,8.66,5.86,4.71,1.9,1.18,0.9,0.66,0.51,0.4884
2001-02-18,104-12,37.0567,131.5633,11.85,11.85,11.83,11.82,11.7,11.54,11.35,10.99,8.65,2.47,1.35,1.01,0.72,0.56,0.5363
2001-08-23,104-12,37.0567,131.5633,27.98,27.68,26.97,20.45,16.41,13.22,11.0,7.81,4.86,1.98,1.14,0.93,0.67,0.53,0.6684
2003-02-25,104-12,37.0567,131.5633,11.4,11.42,11.42,11.42,11.42,9.9,7.37,4.35,2.29,1.12,0.91,0.77,0.6,0.48,0.4879
2003-08-13,104-12,37.0567,131.5633,24.59,24.49,22.12,18.85,17.02,15.45,11.08,7.74,3.82,1.48,1.09,0.84,0.63,0.52,0.7267
2004-02-13,104-12,37.0567,131.5633,11.84,11.99,12.0,12.02,12.02,12.16,12.1,9.26,4.71,1.96,1.19,0.86,0.63,0.5,0.5006
2004-08-13,104-12,37.0567,131.5633,26.21,24.71,18.86,16.59,14.97,11.95,10.08,9.13,6.62,2.27,1.22,0.81,0.59,0.49,0.6774
2005-03-14,104-12,37.0567,131.5633,8.56,8.57,8.58,8.58,8.59,8.49,8.35,5.65,3.25,1.56,1.0,0.82,0.62,0.51,0.42360000000000003
2005-08-26,104-12,37.0567,131.5633,22.89,21.45,15.42,15.23,13.46,11.1,10.46,10.38,10.07,8.6,4.2,2.0,0.99,0.7,0.5992000000000001
2006-02-23,104-12,37.0567,131.5633,10.44,10.4,10.39,10.38,10.31,10.28,10.17,9.01,6.81,5.06,2.05,1.24,0.86,0.6,0.47590000000000005
2007-02-07,104-12,37.0567,131.5633,12.555,12.542,12.5267,12.5253,12.5255,12.5003,11.4834,8.3768,4.9254,2.1447,1.4968,1.1205,0.8059999999999999,0.6409,0.5345
2007-08-17,104-12,37.0567,131.5633,21.91,19.3705,16.2979,14.9929,10.33,6.3475,4.4591,3.2427,2.279,1.4626,1.0634,0.8848,0.6858,0.5579,0.5339
2008-02-20,104-12,37.0567,131.5633,10.9918,11.0019,11.0073,11.0031,11.0006,10.7975,8.6993,4.1741,2.8027,1.5404,1.2309999999999999,1.0369,0.8219,0.6267,0.5453
2009-02-27,104-12,37.0567,131.5633,12.1503,12.1498,12.1547,12.1541,12.1646,12.1684,12.1703,11.3076,8.422,2.7872,1.4123,1.0803,0.7669,0.6016,0.5116
2009-08-23,104-12,37.0567,131.5633,25.2153,25.2161,23.2916,21.1444,16.1451,12.5026,8.2115,5.6567,3.9032,1.8773,1.2374,0.9465,0.7307,0.5745,0.6341
2010-02-23,104-12,37.0567,131.5633,11.0111,10.9117,10.595999999999998,10.5711,10.5953,10.5331,10.3847,10.3618,9.5336,5.2002,2.066,1.2081,0.831,0.6435,0.6019
2011-02-19,104-12,37.0567,131.5633,11.003,11.0379,10.9131,10.8631,10.7883,9.6312,6.8684,4.1547,3.017,1.5323,1.2237,0.9176,0.7075,0.5599,0.4642
2011-08-28,104-12,37.0567,131.5633,24.5035,21.6954,13.6613,8.7443,6.0928,4.0166,2.9778,2.2016,1.6513,1.2281,1.0019,0.843,0.67,0.5346,0.5298
2012-02-13,104-12,37.0567,131.5633,11.5404,11.5416,11.5361,11.4026,10.7537,10.2792,7.693,6.5314,3.7336,1.6636,1.286,1.085,0.7834,0.604,0.5073
2012-08-24,104-12,37.0567,131.5633,26.121,26.1033,22.4759,17.9139,14.2182,12.4488,8.7611,7.0495,4.9768,2.6426,1.5026,1.1002,0.7986,0.6386,0.6854
2013-02-25,104-12,37.0567,131.5633,10.26,10.26,10.26,10.26,10.27,10.27,9.92,8.33,7.92,4.56,2.35,1.39,0.89,0.7,0.48710000000000003
2013-08-20,104-12,37.0567,131.5633,27.46,25.61,17.22,15.08,14.57,10.83,6.98,4.47,3.01,1.81,1.16,1.05,0.79,0.64,0.6221
2014-02-26,104-12,37.0567,131.5633,10.8016,10.7861,10.6469,10.6201,10.6024,10.2655,9.3312,8.4935,5.6339,2.609,1.1765,1.1071,0.8240000000000001,0.6759999999999999,0.6104
2014-08-16,104-12,37.0567,131.5633,24.2648,24.2725,24.3298,20.5804,15.9807,14.5962,12.1494,10.7986,10.4438,5.1486,2.2017,1.4078,0.9468,0.7663,0.7235
2015-02-12,104-12,37.0567,131.5633,10.6956,10.708,10.5738,10.113999999999999,9.4061,8.269,5.8399,3.6837,2.0763,1.4005,1.1173,0.9549,0.7814,0.6525,0.5716
2015-08-09,104-12,37.0567,131.5633,24.1925,19.6255,15.8837,15.8485,15.3368,14.9876,11.5379,10.5925,9.9939,4.0542,1.7621,1.4307,0.9453,0.7882,0.7496
2016-02-22,104-12,37.0567,131.5633,10.8555,10.8707,10.864,10.8605,10.8495,10.84,10.6642,9.3007,7.7526,4.1581,1.9105,1.3113,0.92,0.7553,0.6756
2016-08-10,104-12,37.0567,131.5633,27.4553,25.3483,19.2892,17.722,16.2948,13.8954,9.561,5.7367,3.9881,2.1926,1.4844,1.1916,0.872,0.7504,0.6716000000000001
2017-02-13,104-12,37.0567,131.5633,10.5035,10.4978,9.697000000000001,9.5946,9.2142,8.8496,7.8836,4.1634,3.0792,1.8293,1.4352,1.1442,0.8434,0.6917,0.617
2017-08-18,104-12,37.0567,131.5633,26.2812,26.1659,24.0651,19.4467,16.1811,11.3299,7.3641,3.6037,2.6106,1.5668,1.2162,1.0118,0.7791,0.6664,0.6429
1997-08-27,104-13,37.0567,131.8767,24.42,24.06,23.84,19.62,13.52,9.79,4.84,3.33,1.92,1.21,0.99,0.79,0.56,0.44,0.7201000000000001
1998-02-24,104-13,37.0567,131.8767,12.64,12.64,12.65,12.65,12.68,11.48,7.78,4.87,2.55,1.32,0.99,0.82,0.57,0.42,0.5629000000000001
1998-08-22,104-13,37.0567,131.8767,25.04,25.05,22.22,18.12,15.77,12.03,7.4,5.08,3.06,1.31,0.89,0.7,0.52,0.41,0.5836
1999-02-14,104-13,37.0567,131.8767,11.22,11.23,11.22,11.23,11.23,11.23,11.23,11.23,11.22,6.22,2.38,1.51,0.92,0.64,0.5042
1999-08-29,104-13,37.0567,131.8767,25.01,25.01,24.22,21.85,15.1,9.67,6.21,3.44,2.06,1.17,0.84,0.69,0.5,0.4,0.6573
2000-03-01,104-13,37.0567,131.8767,10.04,10.03,9.98,9.88,9.04,8.43,6.69,4.79,2.71,1.4,1.02,0.75,0.53,0.42,0.5524
2000-08-06,104-13,37.0567,131.8767,23.97,21.26,20.86,19.36,15.17,12.3,7.47,4.59,2.75,1.79,1.15,0.89,0.64,0.48,0.5261
2001-02-18,104-13,37.0567,131.8767,11.32,11.33,11.33,11.31,11.28,11.17,9.71,8.59,4.67,1.67,1.05,0.92,0.7,0.57,0.5339
2001-08-23,104-13,37.0567,131.8767,27.72,27.15,26.86,19.26,14.89,11.21,6.16,3.94,2.65,1.18,0.74,0.63,0.48,0.41,0.6489
2003-02-25,104-13,37.0567,131.8767,10.6,10.64,10.65,10.68,10.09,9.47,6.45,3.24,2.05,1.11,0.89,0.75,0.54,0.44,0.5089
2003-08-13,104-13,37.0567,131.8767,24.62,24.5,22.44,20.73,18.03,16.41,13.41,10.83,9.42,3.05,1.26,0.91,0.69,0.51,0.7889
2004-08-13,104-13,37.0567,131.8767,25.89,25.19,21.02,18.06,13.34,9.96,8.15,6.06,3.7,2.14,1.14,0.85,0.63,0.5,0.6538
2005-03-14,104-13,37.0567,131.8767,8.55,8.57,8.41,8.5,8.63,8.62,8.56,4.38,2.14,1.3,0.94,0.77,0.61,0.5,0.4315
2005-08-26,104-13,37.0567,131.8767,23.08,22.85,22.55,18.91,15.35,13.82,10.54,8.41,5.21,3.07,1.7,1.04,0.72,0.59,0.5544
2006-02-23,104-13,37.0567,131.8767,9.67,9.69,9.63,8.92,7.78,6.08,4.88,3.86,3.14,1.48,0.99,0.8,0.62,0.51,0.4665
2007-02-07,104-13,37.0567,131.8767,12.3924,12.3859,12.3667,12.3617,10.0593,8.7252,6.5281,3.5029,2.3904,1.4428,1.1015,0.9211,0.6761,0.5391,0.5087
2007-08-17,104-13,37.0567,131.8767,25.5733,25.0062,22.1425,16.0463,12.0247,7.1646,4.5045,2.8708,1.9604,1.3376,1.0395,0.8619,0.6468,0.5313,0.5824
2008-02-20,104-13,37.0567,131.8767,11.2553,11.237,10.9904,11.0124,10.9944,10.9936,10.9585,8.0763,5.3698,2.381,1.3574,1.0817,0.7887,0.6271,0.5586
2009-02-27,104-13,37.0567,131.8767,12.0372,12.0402,11.9932,11.8174,11.6098,11.1844,11.0965,10.574000000000002,6.4439,2.4562,1.361,1.1106,0.7469,0.5705,0.5276000000000001
2009-08-23,104-13,37.0567,131.8767,24.7667,24.7184,22.9241,23.9145,13.3349,8.3196,4.6853,2.6921,1.9596,1.2639,0.9384,0.7736,0.5876,0.4946,0.61
2010-02-23,104-13,37.0567,131.8767,10.6468,10.5794,10.4649,10.3883,10.3388,10.2652,10.2194,10.2165,10.1862,5.0338,1.8921,1.1621,0.7866,0.6296,0.6027
2011-02-19,104-13,37.0567,131.8767,10.5899,10.5688,10.3875,9.7822,9.6705,9.5549,8.1935,7.5574,5.3127,1.9088,1.136,0.907,0.6935,0.5569,0.4922
2011-08-28,104-13,37.0567,131.8767,24.5289,22.8261,11.7895,9.3466,6.3443,3.9404,2.5475,1.9567,1.5943,1.1465,0.9423,0.8239,0.6527,0.5401,0.5575
2012-02-13,104-13,37.0567,131.8767,10.9829,10.9813,10.9906,10.9303,10.6974,10.5706,9.8939,4.8069999999999995,2.4356,1.5930000000000002,1.2792,1.0846,0.7885,0.6205,0.5138
2012-08-24,104-13,37.0567,131.8767,26.4525,26.3093,24.9652,19.1032,13.6703,9.4744,7.4184,5.2569,3.5141,1.5878,1.2458,1.0031,0.746,0.5896,0.6319
2013-02-25,104-13,37.0567,131.8767,10.89,10.96,10.26,9.26,7.63,6.52,5.29,4.4,3.51,2.15,1.29,1.01,0.77,0.61,0.4918
2013-08-20,104-13,37.0567,131.8767,27.63,20.68,15.22,12.75,7.35,4.71,3.21,2.01,1.64,1.19,0.97,0.86,0.7,0.58,0.5834
2014-02-27,104-13,37.0567,131.8767,10.0436,10.0587,10.0984,9.8735,9.4999,8.833,6.8735,4.2825,2.698,1.4928,1.1477,0.9858,0.7693,0.6439,0.5821000000000001
2014-08-16,104-13,37.0567,131.8767,23.9334,23.9003,21.0722,17.7874,16.3232,14.8696,12.2299,8.4708,5.7226,2.3734,1.2577,1.024,0.7853,0.6453,0.6900000000000001
